Date,Subways_Ridership,Subways_Percentage_Prepandemic,Buses_Ridership,Buses_Percentage_Prepandemic,LIRR_Ridership, LIRR_Percentage_Prepandemic,Metronorth_Ridership,Metronorth_Percentage_Prepandemic,Access-A-Ride_Total Scheduled,Acces-A-Ride_Percentage_Prepandemic,Bridges_and_Tunnel_Total_Traffic,Bridges_and_Tunnels_Percentage_Prepandemic,Staten_Island_Railway_Ridership,Staten_Island_Rallway_Percentage_Prepandemic,Day_of_Week,Total_Ridership,Subway_Ridership_Ratio
2023-04-01,2283533,72,842213,63,82140,72,88096,59,16428,98,856286,94,1520,30,Saturday,4138195,0.5518186069047012
2023-04-02,1949665,80,716880,72,76059,83,79027,77,17660,95,855422,99,1319,40,Sunday,3538511,0.5509845808024901
2023-04-03,3597785,65,1475017,67,182947,59,162370,56,27387,95,899177,96,7076,44,Monday,6893136,0.5219373301208623
2023-04-04,3906882,70,1519740,70,200063,64,188769,66,29698,103,913561,97,7633,47,Tuesday,7335194,0.5326214957641202
2023-04-05,3799965,68,1432322,66,205060,66,185283,65,29462,102,938533,100,7163,44,Wednesday,7054952,0.5386237921958931
2023-04-06,3421271,61,1264311,57,193340,62,169192,59,27061,94,914933,97,6122,38,Thursday,6312425,0.5419899642371988
2023-04-07,3130675,56,1150222,53,187800,60,159262,56,23831,82,900772,96,4925,30,Friday,5778181,0.5418097840825685
2023-04-08,2393347,76,882727,66,108740,95,99273,67,16256,97,872566,96,2393,47,Saturday,4366814,0.5480762404810464
2023-04-09,1855826,76,654259,66,98030,107,85620,83,19026,102,904505,104,1916,59,Sunday,3347994,0.5543098344859638
2023-04-10,3142740,56,1236634,56,191412,62,170713,60,24135,83,922582,98,6121,38,Monday,5978133,0.5257059352811321
2023-04-11,3537843,63,1316710,60,210828,68,193831,68,27777,96,895251,95,7081,44,Tuesday,6575922,0.5379995383156917
2023-04-12,3576687,64,1311418,60,207802,67,191574,67,28326,98,890891,95,6863,42,Wednesday,6598899,0.5420126902987907
2023-04-13,3628304,65,1311906,60,200072,64,183658,64,28451,98,939226,100,6668,41,Thursday,6635846,0.5467733880502953
2023-04-14,3471420,62,1294357,59,190858,61,173790,61,27514,95,989052,105,5869,36,Friday,6424782,0.5403171656252306
2023-04-15,2365464,75,890050,67,99793,87,103902,70,16804,101,916008,100,1743,34,Saturday,4349259,0.5438774743007947
2023-04-16,1864753,77,728462,73,80318,88,85026,83,16835,90,881923,102,1309,40,Sunday,3487021,0.5347696500824056
2023-04-17,3418834,61,1438043,66,188445,61,167759,57,27611,95,897271,95,6926,43,Monday,6651124,0.5140234943747853
2023-04-18,3862133,69,1526133,70,207882,67,194548,68,29658,103,929653,99,7879,49,Tuesday,7316829,0.527842457436138
2023-04-19,3927706,70,1530452,70,206116,66,195085,68,30829,107,952981,101,7889,49,Wednesday,7389811,0.5315029031189025
2023-04-20,4002433,72,1520258,70,208664,67,189699,66,30106,104,1014633,108,7577,47,Thursday,7441312,0.537866575141588
2023-04-21,3492257,63,1310737,60,195442,63,174727,61,27777,96,994549,106,6005,37,Friday,6483900,0.5386043893335801
2023-04-22,2506140,79,893014,67,106134,93,106032,71,16865,101,931077,102,1715,34,Saturday,4504334,0.5563841402524768
2023-04-23,1923243,79,673668,68,87793,96,79003,77,15947,85,880726,102,1326,41,Sunday,3437375,0.5595092185170369
2023-04-24,3561262,64,1466762,67,196593,63,173997,61,27254,94,911973,97,7020,43,Monday,6865376,0.5187278890478831
2023-04-25,3956922,71,1529162,70,216767,70,192115,67,29504,102,927611,99,7806,48,Tuesday,7424128,0.5329813817865209
2023-04-26,3994837,72,1531476,70,216097,70,191885,67,30191,104,947254,101,7758,48,Wednesday,7465771,0.5350869990520738
2023-04-27,3999831,72,1506783,69,216674,70,184365,64,29969,104,981809,104,7564,47,Thursday,7414436,0.5394653079479006
2023-04-28,3703088,66,1424078,65,195436,63,160861,56,28306,98,996548,106,6441,40,Friday,6907541,0.5360935244539266
2023-04-29,2179978,69,715608,54,85167,75,77009,52,15688,94,832504,91,1871,37,Saturday,3773370,0.5777270715567252
2023-04-30,1744098,72,578075,57,75065,82,65334,63,15451,83,786171,91,1355,42,Sunday,3040647,0.5735943698824625
2023-05-01,3664755,64,1465598,64,188566,59,167178,57,27445,93,922971,96,6960,40,Monday,6951695,0.5271743078486614
2023-05-02,3961858,69,1498566,66,211550,66,197217,69,29472,100,916459,95,7749,45,Tuesday,7367757,0.5377291894941704
2023-05-03,4030601,70,1533714,67,209450,66,195363,68,30850,105,940822,98,7862,45,Wednesday,7502842,0.537209899928587
2023-05-04,3985001,70,1497427,66,206323,65,189538,66,30449,104,966836,100,7417,43,Thursday,7375716,0.5402866650505523
2023-05-05,3759375,66,1450598,64,200675,63,170610,60,28952,98,1011491,105,6514,37,Friday,7031856,0.5346205895001263
2023-05-06,2563102,80,934630,67,111525,94,103318,69,18349,106,976630,102,2584,53,Saturday,4647205,0.5515362459801106
2023-05-07,2033790,85,705419,73,92076,94,83007,80,17822,105,902067,106,2705,77,Sunday,3619711,0.5618652980859522
2023-05-08,3563340,62,1460932,64,198056,62,180789,63,27771,94,935045,97,7196,41,Monday,6864049,0.5191309094675752
2023-05-09,3925555,69,1524892,67,221290,69,205069,72,29923,102,955033,99,7827,45,Tuesday,7401698,0.530358709582585
2023-05-10,4014009,70,1528140,67,221747,69,203414,71,31360,107,981586,102,7998,46,Wednesday,7495450,0.5355260858254007
2023-05-11,4015942,70,1535264,67,210683,66,201006,70,30899,105,1016578,106,7619,44,Thursday,7498159,0.5355904029242378
2023-05-12,3723192,65,1436385,63,201367,63,185027,65,29397,100,1043802,108,6629,38,Friday,6982356,0.5332286122334639
2023-05-13,2487178,77,918257,66,113810,96,109940,73,18340,106,1008311,105,1973,41,Saturday,4547442,0.5469400159474271
2023-05-14,1926966,81,690606,72,102178,105,101088,97,20222,119,981015,114,1654,47,Sunday,3511444,0.54876740167293
2023-05-15,3553443,62,1440741,63,201209,63,184909,65,25892,88,947897,98,6956,40,Monday,6821043,0.5209530272716357
2023-05-16,4002015,70,1519397,67,227489,71,207484,72,29747,101,965091,100,7930,46,Tuesday,7475782,0.5353306182550535
2023-05-17,4104786,72,1518546,67,223059,70,206630,72,30423,103,985531,102,7118,41,Wednesday,7571567,0.542131635366893
2023-05-18,4082154,71,1492657,66,218955,69,198433,69,29842,101,1008886,105,7530,43,Thursday,7484856,0.5453884483549183
2023-05-19,3789929,66,1431269,63,208310,65,181114,63,28381,97,1024064,106,6362,37,Friday,7041891,0.5381976233372542
2023-05-20,2314672,72,760830,55,102957,87,95625,63,16570,96,888784,93,1970,41,Saturday,4034914,0.5736608016924276
2023-05-21,2132724,89,727850,76,103484,106,91335,88,17545,103,959948,112,1919,55,Sunday,3783243,0.5637290546761072
2023-05-22,3571748,62,1446015,64,203122,64,186008,65,27038,92,942741,98,6935,40,Monday,6852908,0.5212018022130167
2023-05-23,3929003,69,1500973,66,219619,69,214621,75,29538,100,953703,99,7928,46,Tuesday,7365189,0.5334558284926565
2023-05-24,3960264,69,1499943,66,219886,69,208487,73,30495,104,983724,102,7667,44,Wednesday,7388523,0.536002121127592
2023-05-25,3859385,67,1459601,64,215946,68,201855,71,29311,100,1007341,105,7183,41,Thursday,7196388,0.5362947356368223
2023-05-26,3496511,61,1370252,60,207347,65,187188,65,27037,92,994185,103,5747,33,Friday,6631550,0.5272539602355407
2023-05-27,2375741,74,848442,61,116439,98,120011,80,16731,97,925766,97,2913,60,Saturday,4309075,0.551334335095119
2023-05-28,2029088,85,707787,73,102985,106,102009,98,17527,103,906089,106,2426,69,Sunday,3649656,0.55596691852602
2023-05-29,1952779,82,758893,79,99456,102,86149,83,12121,71,836613,98,2520,72,Monday,3656170,0.5341050881113296
2023-05-30,3714864,65,1438285,63,227623,71,205661,72,27645,94,959824,100,7398,43,Tuesday,7024718,0.5288274917227994
2023-05-31,3911382,68,1480801,65,229227,72,211998,74,30078,102,971602,101,7691,44,Wednesday,7314209,0.5347648665768233
2023-06-01,3894167,69,1457503,68,210483,63,191410,65,30088,103,1006107,102,7152,44,Thursday,7211066,0.5400265369918955
2023-06-02,3626490,65,1399462,65,202543,61,170399,57,29570,101,1011244,103,6470,40,Friday,6798356,0.5334363190159503
2023-06-03,2411704,75,899212,64,115723,94,102668,65,18118,105,958346,97,1837,36,Saturday,4428519,0.5445847697616291
2023-06-04,1988330,76,714218,66,103120,105,88859,81,18429,102,931347,101,1573,40,Sunday,3608745,0.5509754776244927
2023-06-05,3544106,63,1432156,67,200806,60,183510,62,27920,95,938818,95,6892,43,Monday,6792734,0.5217495635777877
2023-06-06,3929131,70,1474317,69,218376,66,213292,72,29999,102,945555,96,7795,48,Tuesday,7309433,0.5375425152676001
2023-06-07,3743889,67,1390834,65,212982,64,202951,69,31147,106,941798,96,7334,45,Wednesday,6941490,0.5393494768414274
2023-06-08,3268529,57,1216291,56,189487,56,176985,60,27689,95,932162,95,5503,34,Thursday,6067583,0.5386871510451525
2023-06-09,3425232,61,1256670,57,214001,64,185677,63,25845,88,1005974,102,5482,34,Friday,6338250,0.5404065791030648
2023-06-10,2608756,81,892936,64,139304,112,117616,74,17996,104,991238,101,1978,39,Saturday,4651548,0.5608360915548974
2023-06-11,2075651,79,695200,64,106971,109,98115,90,17958,99,976811,106,1582,41,Sunday,3671137,0.5653973142380685
2023-06-12,3479404,62,1394575,65,202015,61,185343,63,27520,94,939370,96,6744,42,Monday,6655912,0.5227539066021305
2023-06-13,3968160,71,1500122,70,233588,70,212364,72,30441,104,971010,99,7850,48,Tuesday,7414356,0.5351995507094615
2023-06-14,3893073,69,1434687,67,235667,71,207746,70,30661,105,971437,99,7234,45,Wednesday,7205860,0.5402648677604062
2023-06-15,3928393,70,1475300,69,228608,69,206188,70,31298,107,1028832,105,7390,46,Thursday,7313789,0.5371214564707841
2023-06-16,3395938,61,1300751,61,214883,65,177916,60,28693,98,1025514,104,5960,37,Friday,6390239,0.5314258199106481
2023-06-17,2399521,74,872453,62,138654,112,111460,70,17967,104,1000053,102,2632,52,Saturday,4394541,0.5460231227789205
2023-06-18,1977582,76,707615,65,119996,122,95597,88,19384,107,971860,105,2029,52,Sunday,3608405,0.5480487916406279
2023-06-19,2636887,101,1075747,99,196645,200,168591,154,17494,97,964071,104,4094,105,Monday,5153617,0.5116575407136386
2023-06-20,3782810,67,1434258,67,235806,71,224371,76,29482,101,979074,100,7540,47,Tuesday,7111503,0.531928342011527
2023-06-21,3902298,70,1430476,67,242162,73,221141,75,31019,106,999201,102,7551,47,Wednesday,7226553,0.5399943790628811
2023-06-22,3782472,67,1367709,64,233588,70,208969,71,29220,100,1013372,103,6956,43,Thursday,6960447,0.5434237197697217
2023-06-23,3470575,62,1282954,60,222283,67,188373,64,28619,98,1022942,104,6167,38,Friday,6447139,0.5383124204395159
2023-06-24,2467994,77,844674,60,128075,104,109217,69,16937,98,951605,97,2551,50,Saturday,4394634,0.5615926149936491
2023-06-25,2222704,85,689020,63,123527,125,113238,104,17103,95,948428,103,2248,57,Sunday,3837509,0.5792048956758147
2023-06-26,3341322,60,1314743,61,218393,66,185070,63,26823,92,962862,98,6516,40,Monday,6374271,0.5241888837170556
2023-06-27,3744227,67,1391914,65,231738,70,209234,71,29246,100,969784,99,7633,47,Tuesday,6969027,0.5372668236182756
2023-06-28,3634270,65,1305832,61,233457,70,207293,70,29092,99,988315,101,6762,42,Wednesday,6686684,0.5435085611941585
2023-06-29,3653631,65,1307649,61,233625,70,200724,68,28876,99,1036568,105,6946,43,Thursday,6703278,0.5450513912745376
2023-06-30,3259767,57,1248822,57,219673,66,178064,60,28028,96,1043286,106,5817,36,Friday,6155148,0.5296001005987183
2023-07-01,2239529,79,859295,64,120270,94,99597,64,17093,108,956890,103,2745,54,Saturday,4177986,0.5360307574032082
2023-07-02,1783757,76,668297,61,92780,89,74415,70,16717,101,832828,94,1988,56,Sunday,3287546,0.5425800886132087
2023-07-03,2662052,50,1117930,54,149641,47,128417,45,23795,84,860662,90,4718,34,Monday,5175970,0.5143097815481928
2023-07-04,1791179,77,631937,57,96458,92,84010,79,13059,79,715453,81,2305,65,Tuesday,3235521,0.5535983231139591
2023-07-05,3318379,63,1296583,63,211448,67,189434,67,28774,101,963342,100,6472,47,Wednesday,6312427,0.5256898812453593
2023-07-06,3494806,66,1333630,64,209335,66,186822,66,29894,105,959636,100,6608,48,Thursday,6558223,0.5328891683006205
2023-07-07,3292266,62,1273900,61,197892,62,171597,61,28609,101,977009,102,5868,43,Friday,6209555,0.530193548490995
2023-07-08,2308794,82,867047,64,120931,95,107854,70,17879,112,949008,103,2695,53,Saturday,4271673,0.5404894054390399
2023-07-09,1776607,76,651953,59,95243,91,83783,79,16695,101,869686,98,1914,54,Sunday,3259539,0.5450485482763053
2023-07-10,3208730,61,1307297,63,196506,62,171497,61,27354,96,925569,96,6175,45,Monday,6191327,0.5182620785495581
2023-07-11,3613670,68,1381701,67,221923,70,200151,71,30085,106,952112,99,7149,52,Tuesday,6799146,0.5314888075649501
2023-07-12,3696737,70,1383484,67,218097,69,199169,70,31015,109,977898,102,6901,50,Wednesday,6880971,0.5372406016534585
2023-07-13,3648007,69,1359302,66,218715,69,190952,67,29980,106,990761,103,6888,50,Thursday,6776278,0.5383496662917312
2023-07-14,3209393,61,1231624,59,198119,63,163840,57,28489,100,986748,103,5588,41,Friday,6034600,0.5318319358366752
2023-07-15,2326054,82,889709,66,124007,97,107124,69,18043,113,983132,106,2409,47,Saturday,4336603,0.5363769752499825
2023-07-16,1599858,68,583645,53,89763,86,72406,68,16496,100,817659,92,1559,44,Sunday,2929317,0.546153932810959
2023-07-17,3282092,62,1310810,63,205378,65,182216,64,27637,97,964710,100,6345,46,Monday,6291306,0.5216869120656347
2023-07-18,3584819,68,1313665,63,225299,71,204203,72,29105,103,944208,98,6766,49,Tuesday,6641651,0.5397481740609376
2023-07-19,3679343,70,1342781,65,224202,71,203857,72,30527,108,969944,101,6938,50,Wednesday,6792964,0.541640291336742
2023-07-20,3711017,70,1333607,64,224327,71,197400,70,29745,105,1004167,104,6858,50,Thursday,6799958,0.5457411648719007
2023-07-21,3227154,61,1211839,57,201177,64,176892,62,27485,97,1000836,104,5389,39,Friday,6028901,0.5352806423591961
2023-07-22,2459990,87,894490,66,133328,104,93215,60,18283,114,1005606,109,2117,42,Saturday,4475513,0.5496554249758631
2023-07-23,1984503,85,723774,66,116485,111,94729,89,18021,109,988636,112,1511,42,Sunday,3643265,0.5447045438638145
2023-07-24,3255379,62,1302964,63,206025,65,180716,64,27222,96,948855,99,6175,45,Monday,6248048,0.5210233660176746
2023-07-25,3630414,69,1307716,63,226651,72,211053,75,29285,103,939926,98,7050,51,Tuesday,6683550,0.5431864802387952
2023-07-26,3758378,71,1382345,67,226363,71,210315,74,30501,108,977673,102,7298,53,Wednesday,6959746,0.5400165465808666
2023-07-27,3580012,68,1313385,63,219460,69,187729,66,28692,101,973315,101,6788,49,Thursday,6613971,0.5412802686918343
2023-07-28,3266199,62,1246295,60,205845,65,170128,60,27522,97,1023958,107,5631,41,Friday,6134762,0.5324084292104567
2023-07-29,2251524,80,856921,63,120457,94,100508,65,16747,105,957063,104,2314,45,Saturday,4186331,0.53782751531114
2023-07-30,1952433,83,705279,64,116784,111,91861,87,17450,106,989071,112,2077,57,Sunday,3571636,0.546649490597586
2023-07-31,3204920,61,1283835,62,205976,65,185348,65,26682,94,969712,101,6161,45,Monday,6163914,0.5199488506815637
2023-08-01,3598379,70,1357252,67,221518,71,199547,73,29354,105,954649,98,7060,53,Tuesday,6733948,0.5343639422223041
2023-08-02,3640307,71,1359233,67,219641,70,201003,74,30380,109,964978,99,6913,52,Wednesday,6779417,0.5369646091986966
2023-08-03,3609076,70,1350472,67,220565,71,197044,72,30483,109,994978,102,6753,50,Thursday,6727629,0.5364558598579083
2023-08-04,3228510,63,1241122,61,193528,62,171533,63,28128,101,987994,102,5593,42,Friday,6075815,0.5313706885413726
2023-08-05,2364364,80,879423,64,122596,92,114660,76,18835,112,969702,101,2838,60,Saturday,4360466,0.5422273674419202
2023-08-06,1910841,80,715130,65,107399,103,96010,92,18805,105,956499,104,2171,60,Sunday,3544510,0.5390987752891091
2023-08-07,3041001,59,1208443,60,191530,61,163799,60,27174,97,901342,93,5884,44,Monday,5813216,0.5231185285391081
2023-08-08,3510047,68,1339073,66,218555,70,193867,71,29435,105,933802,96,7035,53,Tuesday,6600615,0.5317757511989413
2023-08-09,3613062,70,1369095,68,224241,72,192028,70,30849,110,960119,99,6858,51,Wednesday,6767521,0.5338826432899136
2023-08-10,3429304,67,1262073,63,208782,67,178768,66,29758,107,956875,98,6333,47,Thursday,6341000,0.5408143825894969
2023-08-11,3311714,64,1275618,63,206947,66,171116,63,29109,104,1018825,105,6119,46,Friday,6241013,0.5306372539201569
2023-08-12,2366787,81,844749,61,131586,99,109269,72,18390,111,970527,101,2835,60,Saturday,4297140,0.5507819154135076
2023-08-13,1953558,82,690541,62,112932,109,93730,90,18071,101,965362,105,2196,61,Sunday,3541302,0.5516496475025288
2023-08-14,3092801,60,1246445,62,201352,64,168873,62,27185,97,939920,97,6051,45,Monday,5955916,0.5192821725491091
2023-08-15,3385996,66,1273782,63,212116,68,187441,69,29122,104,924053,95,6680,50,Tuesday,6333117,0.5346492098598525
2023-08-16,3447648,67,1300953,64,217398,70,190267,70,30763,110,956351,98,6652,50,Wednesday,6457219,0.5339214915894908
2023-08-17,3385056,66,1275993,63,212321,68,180631,66,30045,108,975018,100,6360,48,Thursday,6329994,0.5347644879284246
2023-08-18,3182516,62,1208502,60,208639,67,174410,64,27468,98,999976,103,5361,40,Friday,5982569,0.5319647796790977
2023-08-19,2358962,80,856814,62,144076,108,124069,82,19246,115,983353,103,2665,56,Saturday,4340735,0.5434475958564621
2023-08-20,1870625,79,689829,62,101351,97,94332,91,18004,100,958807,104,2065,57,Sunday,3445966,0.5428448800713646
2023-08-21,2971166,57,1199440,59,198534,63,170102,62,26325,94,929844,96,5857,44,Monday,5738682,0.5177436212705286
2023-08-22,3352769,65,1263459,63,213724,68,194321,71,28913,104,928605,96,6463,48,Tuesday,6287732,0.533223903308856
2023-08-23,3412842,66,1272485,63,215258,69,192053,70,30187,108,954470,98,6566,49,Wednesday,6365123,0.5361784839036103
2023-08-24,3297927,64,1201155,60,204439,65,176827,65,28689,103,958830,99,6191,46,Thursday,6081503,0.542288148176528
2023-08-25,3034255,59,1143010,56,191119,61,153854,56,26511,95,953126,98,4891,37,Friday,5665248,0.5355908514508103
2023-08-26,2281885,78,844428,61,122930,92,100194,66,18024,108,954892,100,2700,56,Saturday,4193865,0.5441007280873371
2023-08-27,1909806,80,702984,64,106913,103,85878,83,18022,100,943519,103,2088,57,Sunday,3508565,0.5443268116737184
2023-08-28,3121505,61,1240688,61,215843,69,170897,63,26613,95,932328,96,6179,46,Monday,5989621,0.5211523400228495
2023-08-29,3401088,66,1284953,64,235092,75,189077,69,28250,101,930248,96,6677,50,Tuesday,6395163,0.5318219410513852
2023-08-30,3462970,67,1267435,63,230912,74,180304,66,29450,105,959898,99,6639,50,Wednesday,6409056,0.5403245033277911
2023-08-31,3450532,67,1315113,65,229477,73,176676,65,29312,105,1017088,105,6537,49,Thursday,6486911,0.5319222045747197
2023-09-01,3196284,55,1225370,53,202450,62,152974,53,28920,97,1025352,108,5372,31,Friday,6002448,0.5324967413295375
2023-09-02,2307416,72,842591,60,132551,112,107230,70,18536,108,939962,98,2633,64,Saturday,4232379,0.5451817996450696
2023-09-03,2013506,79,692079,63,119566,121,90729,86,19598,113,939811,106,2185,75,Sunday,3607959,0.558073414914083
2023-09-04,1879819,74,686326,62,114475,114,87538,83,12292,72,856049,97,2188,75,Monday,3454484,0.5441678120379194
2023-09-05,3483755,60,1349438,57,239334,73,218899,76,29869,101,969997,102,6739,39,Tuesday,6640864,0.524593637213471
2023-09-06,3712071,64,1395521,60,238477,73,211126,73,32290,109,963978,101,6909,40,Wednesday,6952716,0.5339022908457645
2023-09-07,3867746,67,1441437,62,226937,69,206910,72,31704,107,981360,103,7044,41,Thursday,7184467,0.538348356252454
2023-09-08,3609701,63,1365283,59,225125,69,183785,64,30083,101,1015782,107,6257,37,Friday,6749177,0.534835728859978
2023-09-09,2425515,75,840378,60,125177,106,102373,67,17897,104,953082,100,2575,62,Saturday,4333821,0.559671246228213
2023-09-10,1822230,72,626222,56,96835,98,81850,78,17916,104,870988,98,1623,55,Sunday,3253359,0.5601072614488595
2023-09-11,3596538,62,1400268,60,213280,65,191592,66,29057,98,911493,96,7182,42,Monday,6801946,0.5287513308691366
2023-09-12,4014480,70,1519571,65,241196,74,221092,77,31779,107,955533,100,8031,47,Tuesday,7515910,0.5341309302532894
2023-09-13,3938516,68,1482320,64,229765,70,210001,73,31900,107,936338,98,7787,46,Wednesday,7342922,0.5363690367404148
2023-09-14,4045169,70,1517040,65,232039,71,206374,72,32717,110,989072,104,7847,46,Thursday,7517662,0.5380887036421697
2023-09-15,3694845,64,1398937,60,225904,69,192398,67,30957,104,1022344,107,6429,38,Friday,6911021,0.5346308454279042
2023-09-16,2446139,76,881354,63,117997,100,115065,75,18923,110,972924,102,2864,69,Saturday,4441909,0.5506954329771276
